ID,GrossMonthlyIncome,CreditCardPayment,CarPayment,StudentLoanPayments,AppraisedValue,DownPayment,LoanAmount,MonthlyMortgagePayment,CreditScore
338,8545.00,498.00,419.00,296.00,269980.00,13499.00,256481.00,1706.37,638
339,6810.00,210.00,354.00,382.00,384767.00,50019.71,334747.29,1598.13,779
340,2006.00,414.00,453.00,256.00,346997.00,55519.52,291477.48,1228.88,820
341,8269.00,426.00,383.00,377.00,432098.00,73456.66,358641.34,1712.21,768
342,5572.00,243.00,409.00,231.00,293084.00,52755.12,240328.88,1763.45,596
343,5797.00,484.00,376.00,439.00,309654.00,61930.80,247723.20,1648.11,635
344,3730.00,377.00,391.00,327.00,285909.00,80054.52,205854.48,1234.20,695
345,3233.00,231.00,432.00,339.00,417808.00,25068.48,392739.52,2881.78,588
346,7711.00,471.00,427.00,342.00,302763.00,60552.60,242210.40,1300.24,710
347,7186.00,225.00,478.00,289.00,356386.00,64149.48,292236.52,1568.79,716
348,2546.00,363.00,482.00,261.00,357116.00,96421.32,260694.68,1912.89,533
349,7151.00,342.00,433.00,211.00,269815.00,53963.00,215852.00,910.04,815
350,4658.00,402.00,389.00,387.00,320330.00,83285.80,237044.20,1577.06,602
351,5778.00,384.00,484.00,279.00,433801.00,95436.22,338364.78,2482.80,579
352,2627.00,286.00,474.00,344.00,254122.00,30494.64,223627.36,1640.90,545
353,6428.00,261.00,407.00,277.00,498273.00,99654.60,398618.40,2139.87,739
354,8008.00,230.00,430.00,359.00,383821.00,30705.68,353115.32,1488.75,837
355,3437.00,484.00,497.00,374.00,275016.00,60503.52,214512.48,1574.02,553
356,2086.00,396.00,356.00,351.00,291588.00,14579.40,277008.60,1842.95,636
357,6409.00,486.00,367.00,253.00,401038.00,40103.80,360934.20,1521.71,813
358,3965.00,302.00,459.00,288.00,327772.00,49165.80,278606.20,1495.62,711
359,2722.00,433.00,419.00,395.00,347831.00,20869.86,326961.14,2175.28,634
360,7452.00,400.00,471.00,232.00,480360.00,105679.20,374680.80,1579.67,826
361,3248.00,283.00,467.00,378.00,350567.00,38562.37,312004.63,2289.38,585
362,3324.00,292.00,420.00,251.00,318781.00,92446.49,226334.51,1215.01,731
363,6092.00,398.00,371.00,346.00,466031.00,55923.72,410107.28,2458.80,694
364,2649.00,345.00,473.00,448.00,452818.00,72450.88,380367.12,1603.64,844
365,9889.00,201.00,420.00,219.00,444909.00,48939.99,395969.01,2905.48,534
366,3203.00,249.00,420.00,296.00,354249.00,92104.74,262144.26,1744.05,607
367,8720.00,466.00,482.00,398.00,232980.00,51255.60,181724.40,867.58,774
368,8680.00,486.00,409.00,258.00,267778.00,58911.16,208866.84,880.59,844
369,4089.00,252.00,364.00,249.00,408232.00,40823.20,367408.80,1549.01,835
370,6876.00,376.00,442.00,242.00,335832.00,67166.40,268665.60,1442.26,708
371,4779.00,273.00,449.00,201.00,237846.00,26163.06,211682.94,1136.36,733
372,3956.00,227.00,410.00,276.00,246358.00,36953.70,209404.30,1536.53,511
373,9619.00,284.00,478.00,217.00,281562.00,45049.92,236512.08,1735.44,547
374,6133.00,387.00,358.00,289.00,484974.00,53347.14,431626.86,3167.12,530
375,7398.00,416.00,376.00,373.00,450309.00,126086.52,324222.48,2157.06,603
376,6574.00,288.00,468.00,379.00,248175.00,59562.00,188613.00,1383.98,527
377,8591.00,448.00,444.00,304.00,363475.00,25443.25,338031.75,2480.36,512
378,9400.00,210.00,488.00,365.00,287309.00,20111.63,267197.37,1777.67,625
379,4356.00,368.00,480.00,375.00,304516.00,42632.24,261883.76,1405.85,726
380,3680.00,409.00,353.00,343.00,297482.00,53546.76,243935.24,1622.91,613
381,9877.00,455.00,389.00,245.00,458527.00,32096.89,426430.11,2837.05,627
382,2183.00,367.00,456.00,281.00,233668.00,46733.60,186934.40,1120.77,669
383,5163.00,249.00,361.00,218.00,238984.00,23898.40,215085.60,1578.22,508
384,3181.00,447.00,362.00,371.00,482559.00,43430.31,439128.69,2632.80,665
385,4393.00,439.00,393.00,282.00,385915.00,54028.10,331886.90,2435.27,588
386,2384.00,446.00,432.00,447.00,238997.00,11949.85,227047.15,1218.84,728
387,6440.00,385.00,382.00,320.00,444351.00,111087.75,333263.25,1591.05,756
388,2035.00,325.00,400.00,307.00,281689.00,25352.01,256336.99,1880.91,527
389,5970.00,396.00,356.00,429.00,350162.00,59527.54,290634.46,1742.50,675
390,7379.00,355.00,442.00,264.00,408564.00,65370.24,343193.76,2518.23,550
391,6318.00,444.00,414.00,275.00,427214.00,123892.06,303321.94,1448.11,784
392,6761.00,222.00,372.00,266.00,368264.00,99431.28,268832.72,1283.45,754
393,4018.00,254.00,418.00,285.00,364966.00,65693.88,299272.12,1261.74,801
394,4247.00,289.00,427.00,423.00,273643.00,51992.17,221650.83,1626.40,529
395,9579.00,361.00,444.00,405.00,319375.00,73456.25,245918.75,1804.46,520
396,7937.00,345.00,451.00,356.00,235319.00,37651.04,197667.96,1315.09,619
397,3222.00,361.00,370.00,333.00,241561.00,41065.37,200495.63,845.30,829
398,8653.00,205.00,459.00,371.00,302333.00,60466.60,241866.40,1298.39,717
399,7236.00,328.00,370.00,207.00,269747.00,70134.22,199612.78,1464.69,577
400,2682.00,215.00,418.00,410.00,300549.00,87159.21,213389.79,1145.52,723
401,8310.00,287.00,486.00,346.00,267212.00,48098.16,219113.84,1046.08,773
402,3142.00,494.00,383.00,300.00,404558.00,113276.24,291281.76,1390.62,775
403,2395.00,315.00,491.00,374.00,469964.00,84593.52,385370.48,2563.88,614
404,3472.00,227.00,485.00,447.00,342566.00,82215.84,260350.16,1397.62,718
405,5221.00,314.00,490.00,435.00,351445.00,77317.90,274127.10,2011.45,561
406,7320.00,292.00,396.00,257.00,353670.00,53050.50,300619.50,1267.42,840
407,5263.00,488.00,455.00,393.00,466774.00,37341.92,429432.08,2574.66,672
408,9160.00,318.00,482.00,252.00,463713.00,69556.95,394156.05,2115.91,719
409,4777.00,267.00,389.00,423.00,398373.00,71707.14,326665.86,1753.61,744
410,3681.00,233.00,350.00,231.00,438663.00,114052.38,324610.62,2159.64,635
411,9899.00,309.00,454.00,200.00,278823.00,13941.15,264881.85,1264.59,769
412,2694.00,457.00,407.00,395.00,316857.00,60202.83,256654.17,1707.53,615
413,2649.00,475.00,481.00,218.00,369380.00,107120.20,262259.80,1407.87,741
414,2917.00,238.00,413.00,369.00,265013.00,23851.17,241161.83,1016.75,833
415,3248.00,477.00,391.00,299.00,485315.00,53384.65,431930.35,2873.64,619
416,4422.00,493.00,378.00,331.00,370509.00,70396.71,300112.29,1996.65,643
417,7829.00,305.00,372.00,288.00,470411.00,23520.55,446890.45,1884.11,842
418,8163.00,283.00,470.00,429.00,385841.00,61734.56,324106.44,2378.18,512
419,3751.00,277.00,427.00,263.00,438637.00,74568.29,364068.71,2671.41,572
420,3743.00,469.00,426.00,232.00,477785.00,129001.95,348783.05,1470.48,832
421,3058.00,380.00,487.00,397.00,371345.00,51988.30,319356.70,1524.66,755
422,9837.00,459.00,379.00,380.00,256687.00,35936.18,220750.82,930.69,828
423,4566.00,479.00,459.00,353.00,295717.00,44357.55,251359.45,1059.74,829
424,3674.00,377.00,416.00,407.00,338847.00,77934.81,260912.19,1100.02,650
425,5352.00,339.00,371.00,279.00,358202.00,60894.34,297307.66,2181.54,539
426,7981.00,211.00,358.00,339.00,263093.00,36833.02,226259.98,1660.22,521
427,6626.00,397.00,436.00,364.00,278147.00,72318.22,205828.78,867.78,843
428,4067.00,360.00,402.00,329.00,309579.00,80490.54,229088.46,965.85,846
429,9774.00,462.00,414.00,302.00,414114.00,86963.94,327150.06,2400.51,521
430,8101.00,478.00,396.00,379.00,382648.00,30611.84,352036.16,1484.20,814
431,4236.00,430.00,466.00,254.00,312766.00,65680.86,247085.14,1643.86,602
432,7960.00,340.00,459.00,219.00,281663.00,45066.08,236596.92,1736.06,582
433,4184.00,211.00,393.00,298.00,326783.00,52285.28,274497.72,1473.56,732
434,3684.00,228.00,357.00,309.00,367594.00,55139.10,312454.90,1677.33,710
435,8903.00,341.00,374.00,411.00,272225.00,49000.50,223224.50,1485.12,636
436,7026.00,483.00,446.00,339.00,433469.00,56350.97,377118.03,2767.16,590
437,8601.00,491.00,387.00,354.00,333257.00,56653.69,276603.31,1166.17,802
438,8324.00,471.00,479.00,310.00,386921.00,65776.57,321144.43,1353.96,804
439,5213.00,447.00,465.00,448.00,253090.00,60741.60,192348.40,1411.38,570
440,6327.00,457.00,413.00,249.00,349160.00,66340.40,282819.60,1350.22,751
441,6006.00,444.00,387.00,324.00,249650.00,67405.50,182244.50,1212.48,626
442,8762.00,389.00,480.00,227.00,382515.00,91803.60,290711.40,2133.14,518
443,4805.00,269.00,399.00,422.00,232560.00,27907.20,204652.80,977.04,759
444,6393.00,245.00,442.00,291.00,304202.00,51714.34,252487.66,1679.81,619
445,6326.00,271.00,498.00,426.00,321598.00,35375.78,286222.22,1536.50,721
446,7380.00,221.00,396.00,259.00,472826.00,42554.34,430271.66,3157.18,563
447,5144.00,425.00,451.00,404.00,248002.00,14880.12,233121.88,1710.57,592
448,7883.00,259.00,495.00,322.00,242635.00,14558.10,228076.90,1673.55,540
449,6804.00,374.00,486.00,205.00,250842.00,65218.92,185623.08,1362.04,588
450,2516.00,434.00,359.00,211.00,453217.00,22660.85,430556.15,1815.24,811
451,8653.00,231.00,481.00,318.00,456988.00,50268.68,406719.32,1714.75,600
452,5328.00,276.00,407.00,404.00,280454.00,47677.18,232776.82,981.40,817
453,9053.00,399.00,424.00,429.00,254946.00,45890.28,209055.72,998.06,769
454,5445.00,300.00,451.00,398.00,499161.00,39932.88,459228.12,2753.30,668
455,3883.00,499.00,372.00,353.00,483782.00,33864.74,449917.26,2147.97,757
456,3185.00,222.00,410.00,201.00,465562.00,107079.26,358482.74,2149.29,688
457,5476.00,385.00,468.00,261.00,378593.00,60574.88,318018.12,2115.78,640
458,9475.00,461.00,357.00,228.00,459286.00,128600.08,330685.92,2426.46,594
459,2302.00,497.00,431.00,249.00,357208.00,57153.28,300054.72,1996.27,605
460,8093.00,263.00,403.00,362.00,379939.00,72188.41,307750.59,1469.25,797
461,3167.00,262.00,430.00,392.00,369585.00,73917.00,295668.00,1967.09,628
462,7074.00,297.00,350.00,301.00,418621.00,25117.26,393503.74,2887.39,571
463,7746.00,340.00,387.00,281.00,479446.00,129450.42,349995.58,1670.93,787
464,5055.00,387.00,479.00,211.00,230738.00,48454.98,182283.02,768.51,849
465,2339.00,475.00,437.00,326.00,286247.00,34349.64,251897.36,1202.60,777
466,8622.00,254.00,384.00,414.00,489773.00,107750.06,382022.94,2290.42,665
467,7907.00,471.00,374.00,280.00,246631.00,17264.17,229366.83,1683.01,574
468,8333.00,487.00,462.00,227.00,302613.00,24209.04,278403.96,1852.23,632
469,3307.00,215.00,488.00,243.00,231586.00,64844.08,166741.92,1109.34,628
470,6627.00,362.00,369.00,326.00,413910.00,45530.10,368379.90,2208.62,670
471,9018.00,417.00,403.00,244.00,465541.00,79141.97,386399.03,1844.73,780
472,9292.00,481.00,382.00,409.00,461881.00,120089.06,341791.94,1441.01,834
473,2166.00,477.00,463.00,222.00,386780.00,38678.00,348102.00,1868.69,742
474,7254.00,302.00,436.00,212.00,354980.00,46147.40,308832.60,1657.88,743
475,4005.00,432.00,499.00,258.00,342466.00,58219.22,284246.78,1198.40,840
476,6992.00,323.00,407.00,243.00,289539.00,52117.02,237421.98,1274.53,710
477,3958.00,421.00,467.00,273.00,461324.00,27679.44,433644.56,1828.26,846
478,9837.00,467.00,462.00,250.00,286287.00,54394.53,231892.47,977.67,806
479,6386.00,247.00,369.00,432.00,336203.00,97498.87,238704.13,1431.15,684
480,5868.00,396.00,401.00,381.00,424307.00,106076.75,318230.25,1519.28,759
481,5105.00,485.00,415.00,400.00,320836.00,35291.96,285544.04,1363.23,771
482,7662.00,253.00,391.00,389.00,438145.00,87629.00,350516.00,1477.79,843
483,7535.00,210.00,487.00,237.00,358779.00,82519.17,276259.83,2027.10,539
484,9929.00,348.00,382.00,392.00,330712.00,36378.32,294333.68,1764.68,670
485,6379.00,422.00,445.00,320.00,257773.00,36088.22,221684.78,1626.64,513
486,8495.00,402.00,478.00,342.00,429540.00,55840.20,373699.80,2742.08,584
487,8015.00,252.00,380.00,406.00,340781.00,78379.63,262401.37,1925.41,538
488,5112.00,498.00,480.00,399.00,482071.00,24103.55,457967.45,2745.75,689
489,8176.00,231.00,422.00,406.00,434444.00,56477.72,377966.28,1804.47,798
490,5828.00,207.00,492.00,388.00,324492.00,35694.12,288797.88,1921.38,629
491,9733.00,412.00,389.00,346.00,400208.00,92047.84,308160.16,1847.58,681
492,4063.00,294.00,400.00,335.00,462456.00,106364.88,356091.12,1700.03,758
493,6312.00,397.00,351.00,327.00,386100.00,19305.00,366795.00,2691.41,588
494,8152.00,288.00,385.00,342.00,379818.00,98752.68,281065.32,2062.36,600
495,7648.00,491.00,369.00,300.00,470708.00,28242.48,442465.52,3246.66,574
496,4980.00,292.00,351.00,405.00,318263.00,66835.23,251427.77,1844.89,531
497,6283.00,474.00,385.00,221.00,311758.00,81057.08,230700.92,1692.80,508
498,6211.00,432.00,430.00,446.00,283246.00,50984.28,232261.72,1704.25,550
499,3973.00,344.00,412.00,251.00,279328.00,75418.56,203909.44,1094.63,741
500,3406.00,300.00,356.00,362.00,393830.00,114210.70,279619.30,1501.06,709
501,8494.00,437.00,406.00,366.00,338877.00,84719.25,254157.75,1364.37,713
502,5485.00,308.00,497.00,403.00,308135.00,43138.90,264996.10,1117.23,805
503,9639.00,320.00,452.00,244.00,461953.00,27717.18,434235.82,3186.27,516
504,2923.00,358.00,492.00,348.00,231068.00,67009.72,164058.28,783.24,766
505,2512.00,304.00,383.00,301.00,340079.00,37408.69,302670.31,1624.80,715
506,3226.00,470.00,467.00,374.00,340443.00,91919.61,248523.39,1823.58,544
507,6448.00,466.00,479.00,366.00,404200.00,117218.00,286982.00,1909.30,625
508,8553.00,379.00,397.00,201.00,291933.00,37951.29,253981.71,1522.75,663
509,5275.00,355.00,375.00,427.00,315849.00,69486.78,246362.22,1038.67,821
510,6355.00,432.00,409.00,332.00,277887.00,63914.01,213972.99,902.12,819
511,5029.00,342.00,377.00,361.00,303401.00,87986.29,215414.71,1580.64,584
512,4987.00,451.00,410.00,339.00,470624.00,89418.56,381205.44,2536.17,625
513,9227.00,314.00,477.00,367.00,279188.00,64213.24,214974.76,1577.41,532
514,8368.00,372.00,353.00,405.00,436647.00,113528.22,323118.78,1937.26,669
515,2199.00,216.00,432.00,204.00,336558.00,70677.18,265880.82,1768.91,613
516,7266.00,217.00,378.00,439.00,307950.00,55431.00,252519.00,1064.63,801
517,2671.00,270.00,388.00,334.00,329563.00,75799.49,253763.51,1362.26,738
518,7838.00,315.00,478.00,367.00,234277.00,32798.78,201478.22,1478.38,596
519,7740.00,328.00,445.00,418.00,486791.00,116829.84,369961.16,1559.77,802
520,9643.00,316.00,388.00,294.00,230743.00,20766.87,209976.13,1127.20,741
521,7825.00,382.00,391.00,422.00,384582.00,30766.56,353815.44,1899.36,727
522,3976.00,426.00,417.00,261.00,344004.00,68800.80,275203.20,2019.34,558
523,5371.00,354.00,449.00,269.00,435298.00,95765.56,339532.44,2491.37,543
524,7481.00,274.00,482.00,449.00,269354.00,18854.78,250499.22,1666.58,614
525,5986.00,317.00,388.00,205.00,334439.00,33443.90,300995.10,1437.00,757
526,9409.00,348.00,460.00,334.00,286162.00,51509.16,234652.84,1721.80,586
527,7731.00,392.00,498.00,257.00,334479.00,33447.90,301031.10,2002.77,615
528,8520.00,229.00,475.00,347.00,365134.00,65724.12,299409.88,1429.43,773
529,4220.00,410.00,388.00,264.00,434587.00,34766.96,399820.04,1685.66,843
530,4484.00,375.00,479.00,438.00,411510.00,78186.90,333323.10,2217.61,631
531,7630.00,274.00,455.00,350.00,414442.00,53877.46,360564.54,2161.77,652
532,9639.00,473.00,492.00,293.00,478767.00,81390.39,397376.61,1897.14,754
533,4666.00,288.00,460.00,288.00,354859.00,24840.13,330018.87,1771.61,701
534,2199.00,268.00,404.00,433.00,463523.00,111245.52,352277.48,2112.08,660
535,2381.00,414.00,397.00,369.00,237199.00,56927.76,180271.24,967.73,707
536,6554.00,241.00,494.00,203.00,279891.00,16793.46,263097.54,1577.40,691
537,5018.00,214.00,422.00,331.00,264510.00,63482.40,201027.60,1475.07,547
538,3538.00,465.00,428.00,207.00,315785.00,31578.50,284206.50,1356.85,788
539,6578.00,445.00,455.00,308.00,439594.00,21979.70,417614.30,2778.40,609
540,8453.00,353.00,449.00,404.00,286658.00,65931.34,220726.66,1184.91,708
541,6349.00,248.00,483.00,200.00,293727.00,44059.05,249667.95,1191.95,777
542,6637.00,483.00,434.00,319.00,435514.00,43551.40,391962.60,2876.08,528
543,8646.00,390.00,375.00,243.00,365250.00,43830.00,321420.00,1534.51,774
544,8220.00,252.00,377.00,381.00,252728.00,17690.96,235037.04,1122.10,750
545,2016.00,479.00,419.00,361.00,257009.00,46261.62,210747.38,1546.39,541
546,8723.00,435.00,355.00,253.00,367217.00,69771.23,297445.77,2182.55,649
547,4568.00,304.00,352.00,421.00,472053.00,56646.36,415406.64,3048.11,568
548,5250.00,225.00,444.00,315.00,323295.00,51727.20,271567.80,1992.67,594
549,7090.00,474.00,452.00,342.00,306602.00,30660.20,275941.80,1654.41,676
550,4046.00,370.00,405.00,368.00,494845.00,34639.15,460205.85,3376.83,521
551,8463.00,342.00,417.00,343.00,283084.00,36800.92,246283.08,1322.10,724
552,4401.00,265.00,434.00,350.00,314708.00,40912.04,273795.96,1154.33,826
553,2067.00,224.00,498.00,250.00,306667.00,42933.38,263733.62,1935.18,581
554,6670.00,375.00,376.00,403.00,477916.00,119479.00,358437.00,2630.08,558
555,7688.00,300.00,435.00,295.00,285190.00,79853.20,205336.80,1506.69,533
556,2785.00,330.00,498.00,227.00,265153.00,34469.89,230683.11,972.57,831
557,8569.00,499.00,435.00,321.00,277984.00,30578.24,247405.76,1043.07,824
558,4645.00,306.00,434.00,202.00,324131.00,68067.51,256063.49,1222.49,768
559,2643.00,242.00,373.00,326.00,399137.00,115749.73,283387.27,2079.40,589
560,2065.00,355.00,495.00,272.00,322007.00,67621.47,254385.53,1866.59,557
561,7524.00,381.00,498.00,284.00,258400.00,74936.00,183464.00,773.49,809
562,8168.00,457.00,451.00,380.00,468561.00,70284.15,398276.85,2387.87,667
563,2780.00,381.00,477.00,304.00,273494.00,19144.58,254349.42,1214.30,766
564,4927.00,305.00,476.00,362.00,232342.00,18587.36,213754.64,1568.46,512
565,3574.00,333.00,406.00,320.00,485620.00,43705.80,441914.20,2109.77,760
566,9159.00,226.00,353.00,330.00,288787.00,51981.66,236805.34,1737.59,523
567,7942.00,403.00,420.00,309.00,279919.00,16795.14,263123.86,1930.71,595
568,2317.00,486.00,407.00,288.00,293698.00,20558.86,273139.14,1304.01,781
569,7394.00,338.00,448.00,410.00,483748.00,53212.28,430535.72,2055.44,772
570,7458.00,388.00,457.00,324.00,385958.00,77191.60,308766.40,2265.62,579
571,7225.00,320.00,355.00,221.00,490756.00,83428.52,407327.48,2442.13,690
572,9883.00,289.00,398.00,449.00,426542.00,85308.40,341233.60,1629.10,769
573,8400.00,219.00,350.00,292.00,405798.00,48695.76,357102.24,2620.29,555
574,5643.00,215.00,468.00,253.00,469024.00,117256.00,351768.00,2581.15,570
575,8239.00,213.00,498.00,264.00,259874.00,41579.84,218294.16,1452.32,611
576,7519.00,236.00,456.00,411.00,336434.00,43736.42,292697.58,1947.32,602
577,8967.00,458.00,469.00,361.00,256394.00,66662.44,189731.56,1392.18,557
578,8204.00,496.00,392.00,379.00,361902.00,101332.56,260569.44,1398.79,722
579,3795.00,298.00,459.00,372.00,390255.00,50733.15,339521.85,2258.85,632
580,3609.00,462.00,399.00,298.00,373412.00,100821.24,272590.76,1634.32,670
581,4801.00,397.00,454.00,287.00,397505.00,107326.35,290178.65,1385.36,796
582,5350.00,256.00,483.00,441.00,450586.00,85611.34,364974.66,2678.05,512
583,3730.00,424.00,484.00,242.00,446324.00,49095.64,397228.36,2381.58,654
584,9059.00,368.00,422.00,246.00,388459.00,89345.57,299113.43,1793.34,686
585,4152.00,244.00,430.00,315.00,398272.00,71688.96,326583.04,1376.89,806
586,4728.00,231.00,483.00,234.00,326766.00,35944.26,290821.74,2133.95,509
587,3259.00,486.00,443.00,329.00,456542.00,59350.46,397191.54,1896.25,784
588,5864.00,290.00,416.00,244.00,479479.00,139048.91,340430.09,1625.27,772
589,8930.00,392.00,424.00,286.00,386056.00,42466.16,343589.84,2285.91,606
590,5393.00,203.00,355.00,387.00,499962.00,34997.34,464964.66,2787.70,651
591,7755.00,404.00,477.00,204.00,241919.00,41126.23,200792.77,1203.85,670
592,9972.00,335.00,415.00,280.00,243445.00,31647.85,211797.15,892.95,823
593,3864.00,419.00,467.00,257.00,460564.00,87507.16,373056.84,2002.65,730
594,8886.00,409.00,443.00,344.00,328156.00,62349.64,265806.36,1950.39,533
595,4521.00,260.00,361.00,341.00,395411.00,75128.09,320282.91,2350.12,523
596,6813.00,267.00,391.00,254.00,231129.00,30046.77,201082.23,1475.47,590
597,2266.00,321.00,492.00,219.00,337327.00,64092.13,273234.87,2004.90,595
598,7677.00,348.00,374.00,316.00,255032.00,40805.12,214226.88,1425.26,622
599,7379.00,259.00,368.00,300.00,295453.00,35454.36,259998.64,1395.73,746
600,7018.00,365.00,365.00,360.00,399281.00,99820.25,299460.75,1607.57,714
601,7745.00,446.00,386.00,446.00,499524.00,114890.52,384633.48,2822.30,568
602,8554.00,309.00,474.00,234.00,405946.00,97427.04,308518.96,1656.20,748
603,5899.00,487.00,382.00,315.00,275999.00,74519.73,201479.27,1478.38,513
604,5380.00,281.00,433.00,253.00,302489.00,15124.45,287364.55,1371.92,781
605,3770.00,274.00,402.00,253.00,392098.00,23525.88,368572.12,2704.45,575
606,6991.00,222.00,352.00,437.00,396314.00,59447.10,336866.90,2471.81,509
607,3049.00,213.00,498.00,240.00,315638.00,28407.42,287230.58,1722.09,679
608,6934.00,270.00,454.00,372.00,438155.00,100775.65,337379.35,2475.57,556
